,dep,dep_pos,dep_w,pred
1349,_PLACEHOLDER_SUB_ -> parataxis -> was -> attr -> coach -> compound -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ became coach _PLACEHOLDER_OBJ_,www.freebase.com/sports/sports_official/sport
1350,_PLACEHOLDER_OBJ_ <- attr <- became <- ccomp <- named -> nsubjpass -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_SUB_ plays position _PLACEHOLDER_OBJ_,www.freebase.com/sports/sports_position/players
1351,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> player -> compound -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is position _PLACEHOLDER_OBJ_,www.freebase.com/sports/sports_position/sport
1352,_PLACEHOLDER_OBJ_ -> advcl -> took -> nsubj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ been stadium of _PLACEHOLDER_SUB_,www.freebase.com/sports/sports_team/arena_stadium
1353,_PLACEHOLDER_SUB_ <- nsubj <- captained -> dobj -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ captained team _PLACEHOLDER_OBJ_,www.freebase.com/sports/sports_team/captains
1354,_PLACEHOLDER_OBJ_ -> relcl -> featured -> dobj -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ featured _PLACEHOLDER_SUB_,www.freebase.com/sports/sports_team/championships
1355,_PLACEHOLDER_SUB_ <- nsubj <- captained -> dobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP NOUN,_PLACEHOLDER_SUB_ is coach of team _PLACEHOLDER_OBJ_,www.freebase.com/sports/sports_team/coaches
1356,_PLACEHOLDER_OBJ_ -> acl -> known -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ are team based in _PLACEHOLDER_OBJ_,www.freebase.com/sports/sports_team/location
1357,_PLACEHOLDER_SUB_ <- nsubj <- played -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ played in _PLACEHOLDER_OBJ_,www.freebase.com/sports/sports_team/member_of
1358,_PLACEHOLDER_OBJ_ -> acl -> led -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_SUB_ captained team _PLACEHOLDER_OBJ_,www.freebase.com/sports/sports_team/roster
1359,_PLACEHOLDER_OBJ_ <- compound <- club -> prep -> from -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is sport of _PLACEHOLDER_SUB_,www.freebase.com/sports/sports_team/sport
1360,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> mascot -> prep -> of -> pobj -> team -> compound -> _PLACEHOLDER_SUB_,VERB NOUN ADP NOUN,_PLACEHOLDER_OBJ_ is mascot of team _PLACEHOLDER_SUB_,www.freebase.com/sports/sports_team/team_mascot
1361,_PLACEHOLDER_OBJ_ -> relcl -> play -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ are team based in _PLACEHOLDER_SUB_,www.freebase.com/sports/sports_team/venue
1362,_PLACEHOLDER_SUB_ -> acl -> known -> advcl -> was -> attr -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is coach _PLACEHOLDER_OBJ_,www.freebase.com/sports/sports_team_coach/sports_coached
1363,_PLACEHOLDER_OBJ_ <- nsubj <- coached -> dobj -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ coached _PLACEHOLDER_SUB_,www.freebase.com/sports/sports_team_coach/teams_coached
1364,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> arena -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP NOUN,_PLACEHOLDER_SUB_ is ground of team _PLACEHOLDER_OBJ_,www.freebase.com/sports/sports_team_location/teams
1365,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> owner -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is owner of _PLACEHOLDER_OBJ_,www.freebase.com/sports/sports_team_owner/teams_owned
1366,_PLACEHOLDER_OBJ_ -> acl -> built -> prep -> for -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB NOUN,_PLACEHOLDER_SUB_ founded cities bore name _PLACEHOLDER_OBJ_,www.freebase.com/symbols/name_source/namesakes
1367,_PLACEHOLDER_OBJ_ -> acl -> known -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is namesake of _PLACEHOLDER_SUB_,www.freebase.com/symbols/namesake/named_after
1368,_PLACEHOLDER_OBJ_ <- nsubj <- played -> prep -> against -> pobj -> sister -> appos -> _PLACEHOLDER_SUB_,VERB ADP NOUN,_PLACEHOLDER_OBJ_ played against sister _PLACEHOLDER_SUB_,www.freebase.com/tennis/tennis_player/matches_lost
1369,_PLACEHOLDER_OBJ_ <- nsubj <- played -> prep -> against -> pobj -> sister -> appos -> _PLACEHOLDER_SUB_,VERB ADP NOUN,_PLACEHOLDER_OBJ_ played against sister _PLACEHOLDER_SUB_,www.freebase.com/tennis/tennis_player/matches_won
1370,_PLACEHOLDER_OBJ_ <- nsubj <- played -> prep -> against -> pobj -> sister -> appos -> _PLACEHOLDER_SUB_,VERB ADP NOUN,_PLACEHOLDER_OBJ_ played against sister _PLACEHOLDER_SUB_,www.freebase.com/tennis/tennis_tournament_champion/tennis_titles
1371,_PLACEHOLDER_SUB_ <- nsubj <- consists -> ccomp -> play -> dobj -> _PLACEHOLDER_OBJ_,VERB VERB,_PLACEHOLDER_SUB_ consists play _PLACEHOLDER_OBJ_,www.freebase.com/theater/musical_soundtrack/play
1372,_PLACEHOLDER_OBJ_ <- nsubj <- entertained -> dobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ is play _PLACEHOLDER_SUB_,www.freebase.com/theater/play/characters
1373,_PLACEHOLDER_OBJ_ <- nsubj <- is -> ccomp -> show -> appos -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is play written by _PLACEHOLDER_OBJ_,www.freebase.com/theater/play/composer
1374,_PLACEHOLDER_SUB_ -> ccomp -> is -> attr -> film -> amod -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is play _PLACEHOLDER_OBJ_,www.freebase.com/theater/play/country_of_origin
1375,_PLACEHOLDER_SUB_ -> ccomp -> is -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/theater/play/genre
1376,_PLACEHOLDER_OBJ_ <- nsubj <- is -> ccomp -> show -> appos -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is play written by _PLACEHOLDER_OBJ_,www.freebase.com/theater/play/lyricist
1377,_PLACEHOLDER_OBJ_ <- nsubj <- produced -> dobj -> film -> appos -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ produced film _PLACEHOLDER_SUB_,www.freebase.com/theater/play/orchestrator
1378,_PLACEHOLDER_OBJ_ <- nsubj <- concerned -> advcl -> saw -> dobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ features character _PLACEHOLDER_SUB_,www.freebase.com/theater/theater_character/plays_appears_in
1379,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/theater/theater_designer_gig/design_role
1380,_PLACEHOLDER_SUB_ <- nsubj <- entered -> prep -> as -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ entered as _PLACEHOLDER_OBJ_,www.freebase.com/theater/theater_designer_role/designers
1381,_PLACEHOLDER_SUB_ <- nsubj <- was -> attr -> production -> prep -> of -> pobj -> s -> appos -> _PLACEHOLDER_OBJ_,VERB NOUN ADP NOUN,_PLACEHOLDER_SUB_ was production of s _PLACEHOLDER_OBJ_,www.freebase.com/theater/theater_production/play
1382,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> musical -> prep -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is musical by _PLACEHOLDER_SUB_,www.freebase.com/theater/theatrical_composer/plays_composed
1383,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> play -> acl -> written -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ is play written by _PLACEHOLDER_SUB_,www.freebase.com/theater/theatrical_lyricist/play_lyrics_written
1384,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> opera -> prep -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is opera by _PLACEHOLDER_SUB_,www.freebase.com/theater/theatrical_orchestrator/plays_orchestrated
1385,_PLACEHOLDER_OBJ_ -> acl -> named -> prep -> after -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_SUB_ conducted in _PLACEHOLDER_OBJ_,www.freebase.com/time/event/included_in_event
1386,_PLACEHOLDER_OBJ_ <- nsubj <- was -> attr -> battle -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ was battle of _PLACEHOLDER_SUB_,www.freebase.com/time/event/includes_event
1387,_PLACEHOLDER_OBJ_ -> acl -> was -> attr -> event -> relcl -> took -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ was event took in _PLACEHOLDER_SUB_,www.freebase.com/time/event/instance_of_recurring_event
1388,_PLACEHOLDER_OBJ_ <- ccomp <- was -> nsubj -> State -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ are event take in _PLACEHOLDER_OBJ_,www.freebase.com/time/event/locations
1389,_PLACEHOLDER_OBJ_ <- nsubj <- entered -> dobj -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ entered _PLACEHOLDER_SUB_,www.freebase.com/time/event/people_involved
1390,_PLACEHOLDER_OBJ_ <- pobj <- In <- prep <- celebrated -> nsubjpass -> _PLACEHOLDER_SUB_,ADP VERB,_PLACEHOLDER_OBJ_ In celebrated _PLACEHOLDER_SUB_,www.freebase.com/time/holiday/featured_in_religions
1391,_PLACEHOLDER_SUB_ -> acl -> is -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/time/holiday/type_of_holiday
1392,_PLACEHOLDER_SUB_ -> acl -> is -> attr -> month -> prep -> on -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is month on _PLACEHOLDER_OBJ_,www.freebase.com/time/month/calendar_system
1393,_PLACEHOLDER_OBJ_ -> quantmod -> was -> attr -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ taking _PLACEHOLDER_SUB_,www.freebase.com/time/recurring_event/instances
1394,_PLACEHOLDER_SUB_ <- npadvmod <- is -> attr -> time -> acl -> used -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is time used in _PLACEHOLDER_OBJ_,www.freebase.com/time/time_zone/locations_in_this_time_zone
1395,_PLACEHOLDER_OBJ_ -> acl -> attached -> prep -> to -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ spanned by _PLACEHOLDER_SUB_,www.freebase.com/transportation/bridge/body_of_water_spanned
1396,_PLACEHOLDER_OBJ_ <- attr <- is -> advcl -> connecting -> dobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_SUB_ is bridge _PLACEHOLDER_OBJ_,www.freebase.com/transportation/bridge/bridge_type
1397,_PLACEHOLDER_OBJ_ <- nsubj <- is -> prep -> across -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is bridge in _PLACEHOLDER_OBJ_,www.freebase.com/transportation/bridge/locale
1398,_PLACEHOLDER_OBJ_ <- nsubj <- had -> conj -> was -> nsubj -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ had was _PLACEHOLDER_SUB_,www.freebase.com/transportation/road/highway_system
1399,_PLACEHOLDER_SUB_ -> ccomp -> is -> attr -> street -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ connects cities around _PLACEHOLDER_OBJ_,www.freebase.com/transportation/road/major_cities
1400,_PLACEHOLDER_SUB_ <- nsubj <- build -> prep -> as -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ build as _PLACEHOLDER_OBJ_,www.freebase.com/travel/accommodation/accommodation_type
1401,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/travel/hotel/operated_by
1402,_PLACEHOLDER_SUB_ <- nsubj <- belongs -> prep -> to -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ belongs to _PLACEHOLDER_OBJ_,www.freebase.com/travel/hotel/operating_brand
1403,_PLACEHOLDER_SUB_ <- nsubj <- is -> nsubj -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/travel/hotel_brand/owned_by
1404,_PLACEHOLDER_OBJ_ -> appos -> is -> nsubj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is attraction in _PLACEHOLDER_OBJ_,www.freebase.com/travel/tourist_attraction/near_travel_destination
1405,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> subsidiary -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is subsidiary of _PLACEHOLDER_SUB_,www.freebase.com/travel/transport_operator/travel_destinations_served
1406,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> hub -> prep -> for -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is hub for _PLACEHOLDER_SUB_,www.freebase.com/travel/transport_terminus/travel_destinations_served
1407,_PLACEHOLDER_SUB_ -> acl -> serving -> dobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is airport in _PLACEHOLDER_OBJ_,www.freebase.com/travel/travel_destination/how_to_get_here
1408,_PLACEHOLDER_OBJ_ <- nsubj <- are -> attr -> locations -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ are locations in _PLACEHOLDER_SUB_,www.freebase.com/travel/travel_destination/tourist_attractions
1409,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> serial -> appos -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is serial _PLACEHOLDER_OBJ_,www.freebase.com/tv/multipart_tv_episode/tv_program
1410,_PLACEHOLDER_SUB_ <- nsubj <- born <- csubj <- is -> attr -> _PLACEHOLDER_OBJ_,VERB VERB,_PLACEHOLDER_SUB_ born is _PLACEHOLDER_OBJ_,www.freebase.com/tv/special_tv_performance_type/episode_performances
1411,_PLACEHOLDER_SUB_ <- nsubj <- was -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ was _PLACEHOLDER_OBJ_,www.freebase.com/tv/special_tv_performance_type/segment_performances
1412,_PLACEHOLDER_SUB_ <- nsubj <- born <- csubj <- is -> attr -> _PLACEHOLDER_OBJ_,VERB VERB,_PLACEHOLDER_SUB_ born is _PLACEHOLDER_OBJ_,www.freebase.com/tv/special_tv_performance_type/starring_performances
1413,_PLACEHOLDER_OBJ_ <- nsubj <- performed -> dobj -> _PLACEHOLDER_SUB_,VERB ADP NOUN ADP,_PLACEHOLDER_OBJ_ known for roles as _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_actor/guest_roles
1414,_PLACEHOLDER_OBJ_ -> relcl -> voices -> dobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ had roles on _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_actor/starring_roles
1415,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> character -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is character in _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_character/appeared_in_tv_program
1416,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/tv/tv_crew_role/tv_episodes
1417,_PLACEHOLDER_SUB_ <- nsubj <- was -> attr -> member -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ was member of _PLACEHOLDER_OBJ_,www.freebase.com/tv/tv_network/affiliates
1418,_PLACEHOLDER_SUB_ -> ccomp -> is -> attr -> broadcaster -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is network _PLACEHOLDER_OBJ_,www.freebase.com/tv/tv_network/areas_served
1419,_PLACEHOLDER_OBJ_ <- det <- renewed -> dobj -> _PLACEHOLDER_SUB_,VERB ADP NOUN,_PLACEHOLDER_SUB_ aired on network _PLACEHOLDER_OBJ_,www.freebase.com/tv/tv_network/programs
1420,_PLACEHOLDER_SUB_ <- nsubjpass <- promoted -> prep -> as -> pobj -> time -> relcl -> offered -> nsubj -> _PLACEHOLDER_OBJ_,VERB ADP NOUN VERB,_PLACEHOLDER_SUB_ promoted as time offered _PLACEHOLDER_OBJ_,www.freebase.com/tv/tv_network_duration/network
1421,_PLACEHOLDER_OBJ_ <- nsubj <- anchors -> dobj -> edition -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB VERB NOUN ADP,_PLACEHOLDER_OBJ_ hosted made appearances on _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_personality/tv_regular_appearances
1422,_PLACEHOLDER_OBJ_ <- dobj <- starred -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ produced _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_producer/programs_produced
1423,_PLACEHOLDER_OBJ_ -> conj -> debuted -> nsubj -> _PLACEHOLDER_SUB_,NOUN ADP,_PLACEHOLDER_OBJ_ town of _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_program/country_of_origin
1424,_PLACEHOLDER_OBJ_ -> ccomp -> is -> attr -> series -> prep -> of -> pobj -> sitcom -> appos -> _PLACEHOLDER_SUB_,VERB NOUN ADP NOUN,_PLACEHOLDER_OBJ_ is series of sitcom _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_program/episodes
1425,_PLACEHOLDER_SUB_ <- nsubjpass <- taped -> prep -> on -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ taped on _PLACEHOLDER_OBJ_,www.freebase.com/tv/tv_program/filming_locations
1426,_PLACEHOLDER_OBJ_ -> acl -> created -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_SUB_ brought genre _PLACEHOLDER_OBJ_,www.freebase.com/tv/tv_program/genre
1427,_PLACEHOLDER_SUB_ -> acl -> is -> attr -> series -> amod -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is program _PLACEHOLDER_OBJ_,www.freebase.com/tv/tv_program/languages
1428,_PLACEHOLDER_OBJ_ -> relcl -> is -> nsubj -> creator -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ had program _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_program/program_creator
1429,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> program -> acl -> hosted -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ is program hosted by _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_program/recurring_writers
1430,_PLACEHOLDER_OBJ_ -> relcl -> feature -> dobj -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ exists serving _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_program/regular_cast
1431,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> program -> acl -> hosted -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ is program hosted by _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_program/regular_personal_appearances
1432,_PLACEHOLDER_OBJ_ -> ccomp -> is -> attr -> series -> prep -> of -> pobj -> sitcom -> appos -> _PLACEHOLDER_SUB_,VERB NOUN ADP NOUN,_PLACEHOLDER_OBJ_ is series of sitcom _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_program/seasons
1433,_PLACEHOLDER_OBJ_ <- nsubj <- helped -> prep -> on -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ helped on _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_program/spin_offs
1434,_PLACEHOLDER_SUB_ -> acl -> is -> attr -> show -> acl -> based -> prep -> on -> pobj -> _PLACEHOLDER_OBJ_,NOUN VERB,_PLACEHOLDER_OBJ_ off aired _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_program/spun_off_from
1435,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> song -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is song of _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_program/theme_song
1436,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> programme -> acl -> created -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ is programme created by _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_program/tv_producer
1437,_PLACEHOLDER_OBJ_ <- npadvmod <- is -> attr -> series -> acl -> created -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ is program hosted by _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_program_creator/programs_created
1438,_PLACEHOLDER_SUB_ <- nsubj <- is -> appos -> _PLACEHOLDER_OBJ_,VERB NOUN NOUN,_PLACEHOLDER_SUB_ written producer director _PLACEHOLDER_OBJ_,www.freebase.com/tv/tv_series_episode/director
1439,_PLACEHOLDER_OBJ_ <- nsubj <- was -> attr -> site -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ was called _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_series_episode/filming_locations
1440,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> episode -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is episode of _PLACEHOLDER_OBJ_,www.freebase.com/tv/tv_series_episode/season
1441,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> episode -> compound -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is episode _PLACEHOLDER_OBJ_,www.freebase.com/tv/tv_series_episode/series
1442,_PLACEHOLDER_SUB_ -> conj -> said -> nsubj -> _PLACEHOLDER_OBJ_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ was episode written by _PLACEHOLDER_OBJ_,www.freebase.com/tv/tv_series_episode/writer
1443,_PLACEHOLDER_SUB_ <- nsubj <- appeared -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is season of _PLACEHOLDER_OBJ_,www.freebase.com/tv/tv_series_season/series
1444,_PLACEHOLDER_OBJ_ <- nsubj <- began -> xcomp -> developing -> dobj -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ began developing _PLACEHOLDER_SUB_,www.freebase.com/tv/tv_writer/tv_programs
1445,_PLACEHOLDER_SUB_ <- nsubjpass <- said -> xcomp -> combine -> dobj -> _PLACEHOLDER_OBJ_,VERB ADP NOUN ADP,_PLACEHOLDER_SUB_ counted among promoters of _PLACEHOLDER_OBJ_,www.freebase.com/user/agroschim/default_domain/notable_author_of_a_lit_movement/literary_movement
1446,_PLACEHOLDER_SUB_ <- poss <- introduction <- nsubj <- is -> attr -> work -> appos -> _PLACEHOLDER_OBJ_,NOUN VERB NOUN,_PLACEHOLDER_SUB_ introduction is work _PLACEHOLDER_OBJ_,www.freebase.com/user/agroschim/default_domain/significant_follower/school_tradition
1447,_PLACEHOLDER_SUB_ <- nsubjpass <- described -> conj -> named -> dobj -> psychiatrist -> conj -> pathologist -> appos -> _PLACEHOLDER_OBJ_,VERB VERB NOUN NOUN,_PLACEHOLDER_SUB_ described named psychiatrist pathologist _PLACEHOLDER_OBJ_,www.freebase.com/user/ajain/default_domain/disease_extra/discoverer
1448,_PLACEHOLDER_OBJ_ <- nsubj <- shares -> dobj -> name -> appos -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ shares name _PLACEHOLDER_SUB_,www.freebase.com/user/ajedi32/default_domain/pseudonym/pseudonym_for
1449,_PLACEHOLDER_SUB_ <- nsubjpass <- known -> prep -> in -> pobj -> documentation -> amod -> _PLACEHOLDER_OBJ_,VERB ADP NOUN,_PLACEHOLDER_SUB_ known in documentation _PLACEHOLDER_OBJ_,www.freebase.com/user/akatenev/weapons/weapon/country_of_origin
1450,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> layer -> prep -> of -> pobj -> atmosphere -> poss -> _PLACEHOLDER_OBJ_,VERB NOUN ADP NOUN,_PLACEHOLDER_SUB_ is layer of atmosphere _PLACEHOLDER_OBJ_,www.freebase.com/user/alexander/default_domain/atmospheric_layer/atmosphere
1451,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> organ -> prep -> of -> pobj -> taste -> appos -> _PLACEHOLDER_OBJ_,VERB NOUN ADP NOUN,_PLACEHOLDER_SUB_ is organ of taste _PLACEHOLDER_OBJ_,www.freebase.com/user/alexander/default_domain/human_sense_organ/sense
1452,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> layer -> prep -> of -> pobj -> atmosphere -> poss -> _PLACEHOLDER_SUB_,VERB NOUN ADP NOUN,_PLACEHOLDER_OBJ_ is layer of atmosphere _PLACEHOLDER_SUB_,www.freebase.com/user/alexander/default_domain/planetary_atmosphere/layers
1453,_PLACEHOLDER_OBJ_ <- nsubjpass <- involved -> conj -> released -> dobj -> robot -> compound -> _PLACEHOLDER_SUB_,VERB VERB NOUN,_PLACEHOLDER_OBJ_ involved released robot _PLACEHOLDER_SUB_,www.freebase.com/user/alexander/default_domain/robot/designer
1454,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/user/alexander/default_domain/word_class/parent_category
